,a0,a3,omega,number,color
24192,0.97,0.27,0.2,7.0,0.55
24193,0.97,0.27,0.3,7.0,0.55
24194,0.97,0.27,0.4,5.0,y
24195,0.97,0.27,0.5,3.0,c
24196,0.97,0.27,0.6,3.0,c
24197,0.97,0.27,0.7,2.0,r
24198,0.97,0.27,0.8,1.0,g
24199,0.97,0.27,0.9,0.0,b
24200,0.98,0.27,0.0,7.0,0.55
24201,0.98,0.27,0.1,7.0,0.55
24202,0.98,0.27,0.2,7.0,0.55
24203,0.98,0.27,0.3,7.0,0.55
24204,0.98,0.27,0.4,5.0,y
24205,0.98,0.27,0.5,3.0,c
24206,0.98,0.27,0.6,3.0,c
24207,0.98,0.27,0.7,2.0,r
24208,0.98,0.27,0.8,1.0,g
24209,0.98,0.27,0.9,0.0,b
24210,0.99,0.27,0.0,7.0,0.55
24211,0.99,0.27,0.1,7.0,0.55
24212,0.99,0.27,0.2,7.0,0.55
24213,0.99,0.27,0.3,7.0,0.55
24214,0.99,0.27,0.4,5.0,y
24215,0.99,0.27,0.5,3.0,c
24216,0.99,0.27,0.6,3.0,c
24217,0.99,0.27,0.7,2.0,r
24218,0.99,0.27,0.8,1.0,g
24219,0.99,0.27,0.9,0.0,b
24220,0.28,0.28,0.0,7.0,0.55
24221,0.28,0.28,0.1,7.0,0.55
24222,0.28,0.28,0.2,5.0,y
24223,0.28,0.28,0.3,5.0,y
24224,0.28,0.28,0.4,4.0,m
24225,0.28,0.28,0.5,3.0,c
24226,0.28,0.28,0.6,3.0,c
24227,0.28,0.28,0.7,2.0,r
24228,0.28,0.28,0.8,1.0,g
24229,0.28,0.28,0.9,0.0,b
24230,0.29,0.28,0.0,7.0,0.55
24231,0.29,0.28,0.1,7.0,0.55
24232,0.29,0.28,0.2,5.0,y
24233,0.29,0.28,0.3,5.0,y
24234,0.29,0.28,0.4,4.0,m
24235,0.29,0.28,0.5,3.0,c
24236,0.29,0.28,0.6,3.0,c
24237,0.29,0.28,0.7,2.0,r
24238,0.29,0.28,0.8,1.0,g
24239,0.29,0.28,0.9,0.0,b
24240,0.3,0.28,0.0,7.0,0.55
24241,0.3,0.28,0.1,7.0,0.55
24242,0.3,0.28,0.2,5.0,y
24243,0.3,0.28,0.3,5.0,y
24244,0.3,0.28,0.4,4.0,m
24245,0.3,0.28,0.5,3.0,c
24246,0.3,0.28,0.6,3.0,c
24247,0.3,0.28,0.7,2.0,r
24248,0.3,0.28,0.8,1.0,g
24249,0.3,0.28,0.9,0.0,b
24250,0.31,0.28,0.0,7.0,0.55
24251,0.31,0.28,0.1,7.0,0.55
24252,0.31,0.28,0.2,5.0,y
24253,0.31,0.28,0.3,5.0,y
24254,0.31,0.28,0.4,4.0,m
24255,0.31,0.28,0.5,3.0,c
24256,0.31,0.28,0.6,3.0,c
24257,0.31,0.28,0.7,2.0,r
24258,0.31,0.28,0.8,1.0,g
24259,0.31,0.28,0.9,0.0,b
24260,0.32,0.28,0.0,7.0,0.55
24261,0.32,0.28,0.1,7.0,0.55
24262,0.32,0.28,0.2,5.0,y
24263,0.32,0.28,0.3,5.0,y
24264,0.32,0.28,0.4,4.0,m
24265,0.32,0.28,0.5,3.0,c
24266,0.32,0.28,0.6,3.0,c
24267,0.32,0.28,0.7,2.0,r
24268,0.32,0.28,0.8,1.0,g
24269,0.32,0.28,0.9,0.0,b
24270,0.33,0.28,0.0,7.0,0.55
24271,0.33,0.28,0.1,7.0,0.55
24272,0.33,0.28,0.2,5.0,y
24273,0.33,0.28,0.3,5.0,y
24274,0.33,0.28,0.4,4.0,m
24275,0.33,0.28,0.5,3.0,c
24276,0.33,0.28,0.6,3.0,c
24277,0.33,0.28,0.7,2.0,r
24278,0.33,0.28,0.8,1.0,g
24279,0.33,0.28,0.9,0.0,b
24280,0.34,0.28,0.0,7.0,0.55
24281,0.34,0.28,0.1,7.0,0.55
24282,0.34,0.28,0.2,5.0,y
24283,0.34,0.28,0.3,5.0,y
24284,0.34,0.28,0.4,4.0,m
24285,0.34,0.28,0.5,3.0,c
24286,0.34,0.28,0.6,3.0,c
24287,0.34,0.28,0.7,2.0,r
24288,0.34,0.28,0.8,1.0,g
24289,0.34,0.28,0.9,0.0,b
24290,0.35,0.28,0.0,7.0,0.55
24291,0.35,0.28,0.1,7.0,0.55
24292,0.35,0.28,0.2,5.0,y
24293,0.35,0.28,0.3,5.0,y
24294,0.35,0.28,0.4,4.0,m
24295,0.35,0.28,0.5,3.0,c
24296,0.35,0.28,0.6,3.0,c
24297,0.35,0.28,0.7,2.0,r
24298,0.35,0.28,0.8,1.0,g
24299,0.35,0.28,0.9,0.0,b
24300,0.36,0.28,0.0,7.0,0.55
24301,0.36,0.28,0.1,7.0,0.55
24302,0.36,0.28,0.2,5.0,y
24303,0.36,0.28,0.3,5.0,y
24304,0.36,0.28,0.4,5.0,y
24305,0.36,0.28,0.5,3.0,c
24306,0.36,0.28,0.6,3.0,c
24307,0.36,0.28,0.7,2.0,r
24308,0.36,0.28,0.8,1.0,g
24309,0.36,0.28,0.9,0.0,b
24310,0.37,0.28,0.0,7.0,0.55
24311,0.37,0.28,0.1,7.0,0.55
24312,0.37,0.28,0.2,5.0,y
24313,0.37,0.28,0.3,5.0,y
24314,0.37,0.28,0.4,5.0,y
24315,0.37,0.28,0.5,3.0,c
24316,0.37,0.28,0.6,3.0,c
24317,0.37,0.28,0.7,2.0,r
24318,0.37,0.28,0.8,1.0,g
24319,0.37,0.28,0.9,0.0,b
24320,0.38,0.28,0.0,7.0,0.55
24321,0.38,0.28,0.1,7.0,0.55
24322,0.38,0.28,0.2,5.0,y
24323,0.38,0.28,0.3,5.0,y
24324,0.38,0.28,0.4,5.0,y
24325,0.38,0.28,0.5,3.0,c
24326,0.38,0.28,0.6,3.0,c
24327,0.38,0.28,0.7,2.0,r
24328,0.38,0.28,0.8,1.0,g
24329,0.38,0.28,0.9,0.0,b
24330,0.39,0.28,0.0,7.0,0.55
24331,0.39,0.28,0.1,7.0,0.55
24332,0.39,0.28,0.2,5.0,y
24333,0.39,0.28,0.3,5.0,y
24334,0.39,0.28,0.4,5.0,y
24335,0.39,0.28,0.5,3.0,c
24336,0.39,0.28,0.6,3.0,c
24337,0.39,0.28,0.7,2.0,r
24338,0.39,0.28,0.8,1.0,g
24339,0.39,0.28,0.9,0.0,b
24340,0.4,0.28,0.0,7.0,0.55
24341,0.4,0.28,0.1,7.0,0.55
24342,0.4,0.28,0.2,5.0,y
24343,0.4,0.28,0.3,5.0,y
24344,0.4,0.28,0.4,5.0,y
24345,0.4,0.28,0.5,3.0,c
24346,0.4,0.28,0.6,3.0,c
24347,0.4,0.28,0.7,2.0,r
24348,0.4,0.28,0.8,1.0,g
24349,0.4,0.28,0.9,0.0,b
24350,0.41,0.28,0.0,7.0,0.55
24351,0.41,0.28,0.1,7.0,0.55
24352,0.41,0.28,0.2,5.0,y
24353,0.41,0.28,0.3,5.0,y
24354,0.41,0.28,0.4,5.0,y
24355,0.41,0.28,0.5,3.0,c
24356,0.41,0.28,0.6,3.0,c
24357,0.41,0.28,0.7,2.0,r
24358,0.41,0.28,0.8,1.0,g
24359,0.41,0.28,0.9,0.0,b
24360,0.42,0.28,0.0,7.0,0.55
24361,0.42,0.28,0.1,7.0,0.55
24362,0.42,0.28,0.2,5.0,y
24363,0.42,0.28,0.3,5.0,y
24364,0.42,0.28,0.4,5.0,y
24365,0.42,0.28,0.5,3.0,c
24366,0.42,0.28,0.6,3.0,c
24367,0.42,0.28,0.7,2.0,r
24368,0.42,0.28,0.8,1.0,g
24369,0.42,0.28,0.9,0.0,b
24370,0.43,0.28,0.0,7.0,0.55
24371,0.43,0.28,0.1,7.0,0.55
24372,0.43,0.28,0.2,5.0,y
24373,0.43,0.28,0.3,5.0,y
24374,0.43,0.28,0.4,5.0,y
24375,0.43,0.28,0.5,3.0,c
24376,0.43,0.28,0.6,3.0,c
24377,0.43,0.28,0.7,2.0,r
24378,0.43,0.28,0.8,1.0,g
24379,0.43,0.28,0.9,0.0,b
24380,0.44,0.28,0.0,7.0,0.55
24381,0.44,0.28,0.1,7.0,0.55
24382,0.44,0.28,0.2,5.0,y
24383,0.44,0.28,0.3,5.0,y
24384,0.44,0.28,0.4,5.0,y
24385,0.44,0.28,0.5,3.0,c
24386,0.44,0.28,0.6,3.0,c
24387,0.44,0.28,0.7,2.0,r
24388,0.44,0.28,0.8,1.0,g
24389,0.44,0.28,0.9,0.0,b
24390,0.45,0.28,0.0,7.0,0.55
24391,0.45,0.28,0.1,7.0,0.55
24392,0.45,0.28,0.2,5.0,y
24393,0.45,0.28,0.3,5.0,y
24394,0.45,0.28,0.4,5.0,y
24395,0.45,0.28,0.5,3.0,c
24396,0.45,0.28,0.6,3.0,c
24397,0.45,0.28,0.7,2.0,r
24398,0.45,0.28,0.8,1.0,g
24399,0.45,0.28,0.9,0.0,b
24400,0.46,0.28,0.0,7.0,0.55
24401,0.46,0.28,0.1,7.0,0.55
24402,0.46,0.28,0.2,5.0,y
24403,0.46,0.28,0.3,5.0,y
24404,0.46,0.28,0.4,5.0,y
24405,0.46,0.28,0.5,3.0,c
24406,0.46,0.28,0.6,3.0,c
24407,0.46,0.28,0.7,2.0,r
24408,0.46,0.28,0.8,1.0,g
24409,0.46,0.28,0.9,0.0,b
24410,0.47,0.28,0.0,7.0,0.55
24411,0.47,0.28,0.1,7.0,0.55
24412,0.47,0.28,0.2,5.0,y
24413,0.47,0.28,0.3,5.0,y
24414,0.47,0.28,0.4,5.0,y
24415,0.47,0.28,0.5,3.0,c
24416,0.47,0.28,0.6,3.0,c
24417,0.47,0.28,0.7,2.0,r
24418,0.47,0.28,0.8,1.0,g
24419,0.47,0.28,0.9,0.0,b
24420,0.48,0.28,0.0,7.0,0.55
24421,0.48,0.28,0.1,7.0,0.55
24422,0.48,0.28,0.2,5.0,y
24423,0.48,0.28,0.3,5.0,y
24424,0.48,0.28,0.4,5.0,y
24425,0.48,0.28,0.5,3.0,c
24426,0.48,0.28,0.6,3.0,c
24427,0.48,0.28,0.7,2.0,r
24428,0.48,0.28,0.8,1.0,g
24429,0.48,0.28,0.9,0.0,b
24430,0.49,0.28,0.0,7.0,0.55
24431,0.49,0.28,0.1,7.0,0.55
24432,0.49,0.28,0.2,5.0,y
24433,0.49,0.28,0.3,5.0,y
24434,0.49,0.28,0.4,5.0,y
24435,0.49,0.28,0.5,3.0,c
24436,0.49,0.28,0.6,3.0,c
24437,0.49,0.28,0.7,2.0,r
24438,0.49,0.28,0.8,1.0,g
24439,0.49,0.28,0.9,0.0,b
24440,0.5,0.28,0.0,7.0,0.55
24441,0.5,0.28,0.1,7.0,0.55
24442,0.5,0.28,0.2,5.0,y
24443,0.5,0.28,0.3,5.0,y
24444,0.5,0.28,0.4,5.0,y
24445,0.5,0.28,0.5,3.0,c
24446,0.5,0.28,0.6,3.0,c
24447,0.5,0.28,0.7,2.0,r
24448,0.5,0.28,0.8,1.0,g
24449,0.5,0.28,0.9,0.0,b
24450,0.51,0.28,0.0,7.0,0.55
24451,0.51,0.28,0.1,7.0,0.55
24452,0.51,0.28,0.2,5.0,y
24453,0.51,0.28,0.3,5.0,y
24454,0.51,0.28,0.4,5.0,y
24455,0.51,0.28,0.5,3.0,c
24456,0.51,0.28,0.6,3.0,c
24457,0.51,0.28,0.7,2.0,r
24458,0.51,0.28,0.8,1.0,g
24459,0.51,0.28,0.9,0.0,b
24460,0.52,0.28,0.0,7.0,0.55
24461,0.52,0.28,0.1,7.0,0.55
24462,0.52,0.28,0.2,5.0,y
24463,0.52,0.28,0.3,5.0,y
24464,0.52,0.28,0.4,5.0,y
24465,0.52,0.28,0.5,3.0,c
24466,0.52,0.28,0.6,3.0,c
24467,0.52,0.28,0.7,2.0,r
24468,0.52,0.28,0.8,1.0,g
24469,0.52,0.28,0.9,0.0,b
24470,0.53,0.28,0.0,7.0,0.55
24471,0.53,0.28,0.1,7.0,0.55
24472,0.53,0.28,0.2,5.0,y
24473,0.53,0.28,0.3,5.0,y
24474,0.53,0.28,0.4,5.0,y
24475,0.53,0.28,0.5,3.0,c
24476,0.53,0.28,0.6,3.0,c
24477,0.53,0.28,0.7,2.0,r
24478,0.53,0.28,0.8,1.0,g
24479,0.53,0.28,0.9,0.0,b
24480,0.54,0.28,0.0,7.0,0.55
24481,0.54,0.28,0.1,7.0,0.55
24482,0.54,0.28,0.2,5.0,y
24483,0.54,0.28,0.3,5.0,y
24484,0.54,0.28,0.4,5.0,y
24485,0.54,0.28,0.5,3.0,c
24486,0.54,0.28,0.6,3.0,c
24487,0.54,0.28,0.7,2.0,r
24488,0.54,0.28,0.8,1.0,g
24489,0.54,0.28,0.9,0.0,b
24490,0.55,0.28,0.0,7.0,0.55
24491,0.55,0.28,0.1,7.0,0.55
24492,0.55,0.28,0.2,5.0,y
24493,0.55,0.28,0.3,5.0,y
24494,0.55,0.28,0.4,5.0,y
24495,0.55,0.28,0.5,3.0,c
24496,0.55,0.28,0.6,3.0,c
24497,0.55,0.28,0.7,2.0,r
24498,0.55,0.28,0.8,1.0,g
24499,0.55,0.28,0.9,0.0,b
24500,0.56,0.28,0.0,7.0,0.55
24501,0.56,0.28,0.1,7.0,0.55
24502,0.56,0.28,0.2,5.0,y
24503,0.56,0.28,0.3,5.0,y
24504,0.56,0.28,0.4,5.0,y
24505,0.56,0.28,0.5,3.0,c
24506,0.56,0.28,0.6,3.0,c
24507,0.56,0.28,0.7,2.0,r
24508,0.56,0.28,0.8,1.0,g
24509,0.56,0.28,0.9,0.0,b
24510,0.57,0.28,0.0,7.0,0.55
24511,0.57,0.28,0.1,7.0,0.55
24512,0.57,0.28,0.2,6.0,0.15
24513,0.57,0.28,0.3,5.0,y
24514,0.57,0.28,0.4,5.0,y
24515,0.57,0.28,0.5,3.0,c
24516,0.57,0.28,0.6,3.0,c
24517,0.57,0.28,0.7,2.0,r
24518,0.57,0.28,0.8,1.0,g
24519,0.57,0.28,0.9,0.0,b
24520,0.58,0.28,0.0,7.0,0.55
24521,0.58,0.28,0.1,7.0,0.55
24522,0.58,0.28,0.2,7.0,0.55
24523,0.58,0.28,0.3,5.0,y
24524,0.58,0.28,0.4,5.0,y
24525,0.58,0.28,0.5,3.0,c
24526,0.58,0.28,0.6,3.0,c
24527,0.58,0.28,0.7,2.0,r
24528,0.58,0.28,0.8,1.0,g
24529,0.58,0.28,0.9,0.0,b
24530,0.59,0.28,0.0,7.0,0.55
24531,0.59,0.28,0.1,7.0,0.55
24532,0.59,0.28,0.2,7.0,0.55
24533,0.59,0.28,0.3,5.0,y
24534,0.59,0.28,0.4,5.0,y
24535,0.59,0.28,0.5,3.0,c
24536,0.59,0.28,0.6,3.0,c
24537,0.59,0.28,0.7,2.0,r
24538,0.59,0.28,0.8,1.0,g
24539,0.59,0.28,0.9,0.0,b
24540,0.6,0.28,0.0,7.0,0.55
24541,0.6,0.28,0.1,7.0,0.55
24542,0.6,0.28,0.2,7.0,0.55
24543,0.6,0.28,0.3,5.0,y
24544,0.6,0.28,0.4,5.0,y
24545,0.6,0.28,0.5,3.0,c
24546,0.6,0.28,0.6,3.0,c
24547,0.6,0.28,0.7,2.0,r
24548,0.6,0.28,0.8,1.0,g
24549,0.6,0.28,0.9,0.0,b
24550,0.61,0.28,0.0,7.0,0.55
24551,0.61,0.28,0.1,7.0,0.55
24552,0.61,0.28,0.2,7.0,0.55
24553,0.61,0.28,0.3,5.0,y
24554,0.61,0.28,0.4,5.0,y
24555,0.61,0.28,0.5,3.0,c
24556,0.61,0.28,0.6,3.0,c
24557,0.61,0.28,0.7,2.0,r
24558,0.61,0.28,0.8,1.0,g
24559,0.61,0.28,0.9,0.0,b
24560,0.62,0.28,0.0,7.0,0.55
24561,0.62,0.28,0.1,7.0,0.55
24562,0.62,0.28,0.2,7.0,0.55
24563,0.62,0.28,0.3,5.0,y
24564,0.62,0.28,0.4,5.0,y
24565,0.62,0.28,0.5,3.0,c
24566,0.62,0.28,0.6,3.0,c
24567,0.62,0.28,0.7,2.0,r
24568,0.62,0.28,0.8,1.0,g
24569,0.62,0.28,0.9,0.0,b
24570,0.63,0.28,0.0,7.0,0.55
24571,0.63,0.28,0.1,7.0,0.55
24572,0.63,0.28,0.2,7.0,0.55
24573,0.63,0.28,0.3,5.0,y
24574,0.63,0.28,0.4,5.0,y
24575,0.63,0.28,0.5,3.0,c
24576,0.63,0.28,0.6,3.0,c
24577,0.63,0.28,0.7,2.0,r
24578,0.63,0.28,0.8,1.0,g
24579,0.63,0.28,0.9,0.0,b
24580,0.64,0.28,0.0,7.0,0.55
24581,0.64,0.28,0.1,7.0,0.55
24582,0.64,0.28,0.2,7.0,0.55
24583,0.64,0.28,0.3,5.0,y
24584,0.64,0.28,0.4,5.0,y
24585,0.64,0.28,0.5,3.0,c
24586,0.64,0.28,0.6,3.0,c
24587,0.64,0.28,0.7,2.0,r
24588,0.64,0.28,0.8,1.0,g
24589,0.64,0.28,0.9,0.0,b
24590,0.65,0.28,0.0,7.0,0.55
24591,0.65,0.28,0.1,7.0,0.55
24592,0.65,0.28,0.2,7.0,0.55
24593,0.65,0.28,0.3,5.0,y
24594,0.65,0.28,0.4,5.0,y
24595,0.65,0.28,0.5,3.0,c
24596,0.65,0.28,0.6,3.0,c
24597,0.65,0.28,0.7,2.0,r
24598,0.65,0.28,0.8,1.0,g
24599,0.65,0.28,0.9,0.0,b
24600,0.66,0.28,0.0,7.0,0.55
24601,0.66,0.28,0.1,7.0,0.55
24602,0.66,0.28,0.2,7.0,0.55
24603,0.66,0.28,0.3,5.0,y
24604,0.66,0.28,0.4,5.0,y
24605,0.66,0.28,0.5,3.0,c
24606,0.66,0.28,0.6,3.0,c
24607,0.66,0.28,0.7,2.0,r
24608,0.66,0.28,0.8,1.0,g
24609,0.66,0.28,0.9,0.0,b
24610,0.67,0.28,0.0,7.0,0.55
24611,0.67,0.28,0.1,7.0,0.55
24612,0.67,0.28,0.2,7.0,0.55
24613,0.67,0.28,0.3,5.0,y
24614,0.67,0.28,0.4,5.0,y
24615,0.67,0.28,0.5,3.0,c
24616,0.67,0.28,0.6,3.0,c
24617,0.67,0.28,0.7,2.0,r
24618,0.67,0.28,0.8,1.0,g
24619,0.67,0.28,0.9,0.0,b
24620,0.68,0.28,0.0,7.0,0.55
24621,0.68,0.28,0.1,7.0,0.55
24622,0.68,0.28,0.2,7.0,0.55
24623,0.68,0.28,0.3,5.0,y
24624,0.68,0.28,0.4,5.0,y
24625,0.68,0.28,0.5,3.0,c
24626,0.68,0.28,0.6,3.0,c
24627,0.68,0.28,0.7,2.0,r
24628,0.68,0.28,0.8,1.0,g
24629,0.68,0.28,0.9,0.0,b
24630,0.69,0.28,0.0,7.0,0.55
24631,0.69,0.28,0.1,7.0,0.55
24632,0.69,0.28,0.2,7.0,0.55
24633,0.69,0.28,0.3,5.0,y
24634,0.69,0.28,0.4,5.0,y
24635,0.69,0.28,0.5,3.0,c
24636,0.69,0.28,0.6,3.0,c
24637,0.69,0.28,0.7,2.0,r
24638,0.69,0.28,0.8,1.0,g
24639,0.69,0.28,0.9,0.0,b
24640,0.7,0.28,0.0,7.0,0.55
24641,0.7,0.28,0.1,7.0,0.55
24642,0.7,0.28,0.2,7.0,0.55
24643,0.7,0.28,0.3,5.0,y
24644,0.7,0.28,0.4,5.0,y
24645,0.7,0.28,0.5,3.0,c
24646,0.7,0.28,0.6,3.0,c
24647,0.7,0.28,0.7,2.0,r
24648,0.7,0.28,0.8,1.0,g
24649,0.7,0.28,0.9,0.0,b
24650,0.71,0.28,0.0,7.0,0.55
24651,0.71,0.28,0.1,7.0,0.55
24652,0.71,0.28,0.2,7.0,0.55
24653,0.71,0.28,0.3,5.0,y
24654,0.71,0.28,0.4,5.0,y
24655,0.71,0.28,0.5,3.0,c
24656,0.71,0.28,0.6,3.0,c
24657,0.71,0.28,0.7,2.0,r
24658,0.71,0.28,0.8,1.0,g
24659,0.71,0.28,0.9,0.0,b
24660,0.72,0.28,0.0,7.0,0.55
24661,0.72,0.28,0.1,7.0,0.55
24662,0.72,0.28,0.2,7.0,0.55
24663,0.72,0.28,0.3,5.0,y
24664,0.72,0.28,0.4,5.0,y
24665,0.72,0.28,0.5,3.0,c
24666,0.72,0.28,0.6,3.0,c
24667,0.72,0.28,0.7,2.0,r
24668,0.72,0.28,0.8,1.0,g
24669,0.72,0.28,0.9,0.0,b
24670,0.73,0.28,0.0,7.0,0.55
24671,0.73,0.28,0.1,7.0,0.55
24672,0.73,0.28,0.2,7.0,0.55
24673,0.73,0.28,0.3,5.0,y
24674,0.73,0.28,0.4,5.0,y
24675,0.73,0.28,0.5,3.0,c
24676,0.73,0.28,0.6,3.0,c
24677,0.73,0.28,0.7,2.0,r
24678,0.73,0.28,0.8,1.0,g
24679,0.73,0.28,0.9,0.0,b
24680,0.74,0.28,0.0,7.0,0.55
24681,0.74,0.28,0.1,7.0,0.55
24682,0.74,0.28,0.2,7.0,0.55
24683,0.74,0.28,0.3,5.0,y
24684,0.74,0.28,0.4,5.0,y
24685,0.74,0.28,0.5,3.0,c
24686,0.74,0.28,0.6,3.0,c
24687,0.74,0.28,0.7,2.0,r
24688,0.74,0.28,0.8,1.0,g
24689,0.74,0.28,0.9,0.0,b
24690,0.75,0.28,0.0,7.0,0.55
24691,0.75,0.28,0.1,7.0,0.55
24692,0.75,0.28,0.2,7.0,0.55
24693,0.75,0.28,0.3,5.0,y
24694,0.75,0.28,0.4,5.0,y
24695,0.75,0.28,0.5,3.0,c
24696,0.75,0.28,0.6,3.0,c
24697,0.75,0.28,0.7,2.0,r
24698,0.75,0.28,0.8,1.0,g
24699,0.75,0.28,0.9,0.0,b
24700,0.76,0.28,0.0,7.0,0.55
24701,0.76,0.28,0.1,7.0,0.55
24702,0.76,0.28,0.2,7.0,0.55
24703,0.76,0.28,0.3,5.0,y
24704,0.76,0.28,0.4,5.0,y
24705,0.76,0.28,0.5,3.0,c
24706,0.76,0.28,0.6,3.0,c
24707,0.76,0.28,0.7,2.0,r
24708,0.76,0.28,0.8,1.0,g
24709,0.76,0.28,0.9,0.0,b
24710,0.77,0.28,0.0,7.0,0.55
24711,0.77,0.28,0.1,7.0,0.55
24712,0.77,0.28,0.2,7.0,0.55
24713,0.77,0.28,0.3,5.0,y
24714,0.77,0.28,0.4,5.0,y
24715,0.77,0.28,0.5,3.0,c
24716,0.77,0.28,0.6,3.0,c
24717,0.77,0.28,0.7,2.0,r
24718,0.77,0.28,0.8,1.0,g
24719,0.77,0.28,0.9,0.0,b
24720,0.78,0.28,0.0,7.0,0.55
24721,0.78,0.28,0.1,7.0,0.55
24722,0.78,0.28,0.2,7.0,0.55
24723,0.78,0.28,0.3,5.0,y
24724,0.78,0.28,0.4,5.0,y
24725,0.78,0.28,0.5,3.0,c
24726,0.78,0.28,0.6,3.0,c
24727,0.78,0.28,0.7,2.0,r
24728,0.78,0.28,0.8,1.0,g
24729,0.78,0.28,0.9,0.0,b
24730,0.79,0.28,0.0,7.0,0.55
24731,0.79,0.28,0.1,7.0,0.55
24732,0.79,0.28,0.2,7.0,0.55
24733,0.79,0.28,0.3,5.0,y
24734,0.79,0.28,0.4,5.0,y
24735,0.79,0.28,0.5,3.0,c
24736,0.79,0.28,0.6,3.0,c
24737,0.79,0.28,0.7,2.0,r
24738,0.79,0.28,0.8,1.0,g
24739,0.79,0.28,0.9,0.0,b
24740,0.8,0.28,0.0,7.0,0.55
24741,0.8,0.28,0.1,7.0,0.55
24742,0.8,0.28,0.2,7.0,0.55
24743,0.8,0.28,0.3,5.0,y
24744,0.8,0.28,0.4,5.0,y
24745,0.8,0.28,0.5,3.0,c
24746,0.8,0.28,0.6,3.0,c
24747,0.8,0.28,0.7,2.0,r
24748,0.8,0.28,0.8,1.0,g
24749,0.8,0.28,0.9,0.0,b
24750,0.81,0.28,0.0,7.0,0.55
24751,0.81,0.28,0.1,7.0,0.55
24752,0.81,0.28,0.2,7.0,0.55
24753,0.81,0.28,0.3,5.0,y
24754,0.81,0.28,0.4,5.0,y
24755,0.81,0.28,0.5,3.0,c
24756,0.81,0.28,0.6,3.0,c
24757,0.81,0.28,0.7,2.0,r
24758,0.81,0.28,0.8,1.0,g
24759,0.81,0.28,0.9,0.0,b
24760,0.82,0.28,0.0,7.0,0.55
24761,0.82,0.28,0.1,7.0,0.55
24762,0.82,0.28,0.2,7.0,0.55
24763,0.82,0.28,0.3,5.0,y
24764,0.82,0.28,0.4,5.0,y
24765,0.82,0.28,0.5,3.0,c
24766,0.82,0.28,0.6,3.0,c
24767,0.82,0.28,0.7,2.0,r
24768,0.82,0.28,0.8,1.0,g
24769,0.82,0.28,0.9,0.0,b
24770,0.83,0.28,0.0,7.0,0.55
24771,0.83,0.28,0.1,7.0,0.55
24772,0.83,0.28,0.2,7.0,0.55
24773,0.83,0.28,0.3,5.0,y
24774,0.83,0.28,0.4,5.0,y
24775,0.83,0.28,0.5,3.0,c
24776,0.83,0.28,0.6,3.0,c
24777,0.83,0.28,0.7,2.0,r
24778,0.83,0.28,0.8,1.0,g
24779,0.83,0.28,0.9,0.0,b
24780,0.84,0.28,0.0,7.0,0.55
24781,0.84,0.28,0.1,7.0,0.55
24782,0.84,0.28,0.2,7.0,0.55
24783,0.84,0.28,0.3,5.0,y
24784,0.84,0.28,0.4,5.0,y
24785,0.84,0.28,0.5,3.0,c
24786,0.84,0.28,0.6,3.0,c
24787,0.84,0.28,0.7,2.0,r
24788,0.84,0.28,0.8,1.0,g
24789,0.84,0.28,0.9,0.0,b
24790,0.85,0.28,0.0,7.0,0.55
24791,0.85,0.28,0.1,7.0,0.55
24792,0.85,0.28,0.2,7.0,0.55
24793,0.85,0.28,0.3,5.0,y
24794,0.85,0.28,0.4,5.0,y
24795,0.85,0.28,0.5,3.0,c
24796,0.85,0.28,0.6,3.0,c
24797,0.85,0.28,0.7,2.0,r
24798,0.85,0.28,0.8,1.0,g
24799,0.85,0.28,0.9,0.0,b
24800,0.86,0.28,0.0,7.0,0.55
24801,0.86,0.28,0.1,7.0,0.55
24802,0.86,0.28,0.2,7.0,0.55
24803,0.86,0.28,0.3,6.0,0.15
24804,0.86,0.28,0.4,5.0,y
24805,0.86,0.28,0.5,3.0,c
24806,0.86,0.28,0.6,3.0,c
24807,0.86,0.28,0.7,2.0,r
24808,0.86,0.28,0.8,1.0,g
24809,0.86,0.28,0.9,0.0,b
24810,0.87,0.28,0.0,7.0,0.55
24811,0.87,0.28,0.1,7.0,0.55
24812,0.87,0.28,0.2,7.0,0.55
24813,0.87,0.28,0.3,7.0,0.55
24814,0.87,0.28,0.4,5.0,y
24815,0.87,0.28,0.5,3.0,c
24816,0.87,0.28,0.6,3.0,c
24817,0.87,0.28,0.7,2.0,r
24818,0.87,0.28,0.8,1.0,g
24819,0.87,0.28,0.9,0.0,b
24820,0.88,0.28,0.0,7.0,0.55
24821,0.88,0.28,0.1,7.0,0.55
24822,0.88,0.28,0.2,7.0,0.55
24823,0.88,0.28,0.3,7.0,0.55
24824,0.88,0.28,0.4,5.0,y
24825,0.88,0.28,0.5,3.0,c
24826,0.88,0.28,0.6,3.0,c
24827,0.88,0.28,0.7,2.0,r
24828,0.88,0.28,0.8,1.0,g
24829,0.88,0.28,0.9,0.0,b
24830,0.89,0.28,0.0,7.0,0.55
24831,0.89,0.28,0.1,7.0,0.55
24832,0.89,0.28,0.2,7.0,0.55
24833,0.89,0.28,0.3,7.0,0.55
24834,0.89,0.28,0.4,5.0,y
24835,0.89,0.28,0.5,3.0,c
24836,0.89,0.28,0.6,3.0,c
24837,0.89,0.28,0.7,2.0,r
24838,0.89,0.28,0.8,1.0,g
24839,0.89,0.28,0.9,0.0,b
24840,0.9,0.28,0.0,7.0,0.55
